EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
1581,26,Female,Research & Development,Research Scientist,3,Life Sciences,Married,2061,1176.394681071749,1.7519630385631595,Overpaid,21,4,0,1.0,No,1,0,0,0,1,1,4,1,3,1,5,Travel_Rarely,3,0,0.0,0,Stable,No,0
1582,38,Male,Sales,Sales Executive,3,Life Sciences,Married,9924,6295.305867436412,1.5764126809681565,Overpaid,11,3,1,1.1,No,9,8,7,7,10,0,2,3,3,4,3,Travel_Rarely,14,0,0.0,35,Medium,No,0
1583,38,Female,Sales,Sales Executive,3,Life Sciences,Single,4198,5356.3415002621705,0.783743904266471,Underpaid,12,3,0,1.0,No,3,2,1,2,8,2,2,2,4,2,5,Travel_Rarely,16,1,6045.12,45,Medium,No,0
1585,36,Female,Sales,Sales Executive,4,Life Sciences,Single,6815,8404.817294663815,0.810844514648381,Underpaid,13,3,0,1.0,No,1,0,0,0,15,6,3,2,3,1,5,Travel_Rarely,1,0,0.0,30,Medium,No,0
1586,29,Male,Research & Development,Laboratory Technician,1,Medical,Single,4723,6056.017063318557,0.7798855172663443,Underpaid,18,3,0,1.0,Yes,10,9,1,5,10,1,1,2,3,4,3,Travel_Rarely,3,0,0.0,70,High,No,0
1587,35,Female,Research & Development,Healthcare Representative,4,Medical,Single,6142,6022.9583010832475,1.0197646559989204,Fair,16,3,0,1.0,Yes,5,2,0,4,10,3,3,1,3,3,4,Travel_Rarely,10,0,0.0,25,Medium,No,0
1588,39,Male,Sales,Sales Executive,3,Medical,Married,8237,6732.079402927359,1.2235446890923842,Overpaid,11,3,1,1.1,No,7,6,7,6,11,2,3,4,3,1,3,Travel_Rarely,6,0,0.0,20,Stable,No,0
1590,29,Male,Research & Development,Healthcare Representative,1,Life Sciences,Divorced,8853,4444.4757621767885,1.9919109640197545,Overpaid,19,3,1,1.1,No,6,4,1,3,6,1,4,1,4,4,0,Travel_Frequently,2,0,0.0,0,Stable,No,0
1591,50,Male,Sales,Manager,3,Marketing,Married,19331,14222.817297377413,1.3591540688330785,Overpaid,16,3,1,1.1,Yes,1,0,0,0,27,4,3,3,3,3,2,Travel_Rarely,9,0,0.0,25,Medium,No,0
1592,23,Male,Research & Development,Research Scientist,3,Technical Degree,Married,2073,2749.4700645563353,0.7539634734428385,Underpaid,16,3,1,1.1,No,2,2,2,2,4,2,3,4,3,4,2,Travel_Rarely,10,1,4378.176,30,Medium,No,0
1594,36,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,5562,5298.048832857082,1.049820448144223,Fair,13,3,1,1.1,Yes,3,2,0,2,9,3,1,1,3,4,3,Travel_Frequently,6,0,0.0,40,Medium,No,0
1595,42,Male,Research & Development,Manager,2,Other,Single,19613,11859.752536685239,1.653744455403432,Overpaid,22,4,0,1.0,No,1,0,0,1,24,8,4,4,3,4,2,Travel_Rarely,9,0,0.0,0,Stable,No,0
1596,35,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,3407,5881.137644386947,0.5793096856441876,Underpaid,17,3,2,1.2,No,10,9,6,8,10,1,3,2,2,4,3,Travel_Rarely,28,1,8340.336000000001,50,High,No,0
1597,34,Male,Research & Development,Healthcare Representative,4,Technical Degree,Married,5063,5286.6157544984435,0.9577015306421379,Fair,14,3,1,1.1,No,8,2,7,7,8,1,3,4,2,2,3,Travel_Frequently,10,1,9356.424,20,Stable,No,0
1598,40,Female,Sales,Sales Executive,2,Life Sciences,Married,4639,4107.293684778193,1.129454174945496,Fair,15,3,1,1.1,No,5,4,1,2,5,1,1,4,3,3,2,Travel_Rarely,14,1,9185.22,15,Stable,No,0
1599,43,Male,Research & Development,Laboratory Technician,3,Technical Degree,Divorced,4876,5003.172154456615,0.974581695266405,Fair,12,3,1,1.1,No,6,4,0,2,8,5,2,4,3,3,0,Travel_Rarely,27,1,7723.584,15,Stable,No,0
1601,35,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,2690,1860.9888347148874,1.4454681026671077,Overpaid,18,3,1,1.1,No,1,0,0,1,1,1,4,3,2,4,5,Travel_Rarely,7,0,0.0,0,Stable,No,0
1602,46,Male,Sales,Manager,4,Life Sciences,Single,17567,15496.80627852853,1.1335884106869045,Fair,15,3,0,1.0,No,26,0,0,12,27,1,1,4,1,2,5,Travel_Rarely,1,1,31620.6,15,Stable,No,0
1604,28,Male,Research & Development,Laboratory Technician,3,Medical,Married,2408,1725.63370724364,1.3954293949474978,Overpaid,17,3,3,1.3,Yes,1,1,0,0,1,1,2,3,3,3,3,Travel_Rarely,24,0,0.0,40,Medium,Yes,1
1605,22,Female,Research & Development,Research Scientist,2,Other,Married,2814,2945.8240692714944,0.9552505288260155,Fair,14,3,0,1.0,Yes,4,2,1,3,4,1,3,2,2,2,2,Non-Travel,26,0,0.0,25,Medium,No,0
1606,50,Male,Research & Development,Healthcare Representative,5,Medical,Married,11245,16906.308658248883,0.6651363243929282,Underpaid,15,3,1,1.1,Yes,30,8,12,13,32,2,3,2,3,3,3,Travel_Frequently,20,0,0.0,75,High,No,0
1607,32,Female,Research & Development,Research Scientist,4,Other,Married,3312,3616.2014921740406,0.91587816861633,Fair,17,3,2,1.2,No,3,2,0,2,6,3,4,2,3,4,3,Travel_Rarely,5,1,8107.776,0,Stable,No,0
1608,44,Female,Research & Development,Research Director,3,Medical,Divorced,19049,12229.387916005282,1.557641325210521,Overpaid,14,3,1,1.1,Yes,22,7,1,10,23,0,4,2,2,4,4,Travel_Rarely,7,0,0.0,25,Medium,No,0
1609,30,Male,Research & Development,Research Scientist,3,Medical,Married,2141,3771.181808502992,0.5677265400391531,Underpaid,12,3,1,1.1,No,6,4,1,1,6,1,2,2,2,2,3,Travel_Rarely,7,1,3391.344,45,Medium,No,0
1611,45,Female,Research & Development,Laboratory Technician,5,Medical,Single,5769,5802.089061466219,0.9942970435104184,Fair,14,3,0,1.0,Yes,10,7,1,4,10,1,1,3,3,1,3,Travel_Rarely,5,0,0.0,40,Medium,No,0
1612,45,Male,Sales,Sales Executive,3,Marketing,Married,4385,6397.678433066531,0.685404877077916,Underpaid,15,3,1,1.1,No,10,7,4,5,10,1,1,1,3,1,2,Non-Travel,26,1,8682.300000000001,65,High,No,0
1613,31,Male,Sales,Sales Executive,4,Other,Single,5332,6277.530075504553,0.8493786466760087,Underpaid,13,3,0,1.0,No,5,2,0,3,10,7,1,4,3,4,3,Travel_Frequently,2,1,8317.92,45,Medium,No,0
1614,36,Female,Research & Development,Manufacturing Director,4,Life Sciences,Married,4663,4232.196665150853,1.101791898849245,Fair,12,3,2,1.2,Yes,3,2,1,1,7,9,3,3,3,2,2,Travel_Rarely,12,0,0.0,25,Medium,No,0
1615,34,Male,Research & Development,Manufacturing Director,4,Life Sciences,Divorced,4724,5219.076450330536,0.9051409851834644,Fair,13,3,1,1.1,No,9,7,7,2,9,1,4,3,3,1,3,Travel_Frequently,10,1,8106.384000000001,20,Stable,No,0
1617,49,Female,Research & Development,Laboratory Technician,4,Life Sciences,Married,3211,5882.98704131279,0.5458111631813938,Underpaid,14,3,1,1.1,No,9,6,1,4,10,1,1,3,2,4,3,Travel_Rarely,25,1,5933.928000000001,45,Medium,No,0
1618,39,Male,Research & Development,Manufacturing Director,5,Medical,Married,5377,5472.579440344794,0.9825348464308866,Fair,13,3,3,1.3,No,7,7,7,7,10,2,1,2,3,4,3,Travel_Rarely,10,1,10904.556000000002,35,Medium,No,0
1619,27,Male,Research & Development,Laboratory Technician,3,Other,Divorced,4066,4464.026053335549,0.9108369779701126,Fair,11,3,2,1.2,No,7,7,0,7,7,1,1,4,3,1,3,Travel_Rarely,19,1,6440.544,15,Stable,No,0
1621,35,Male,Research & Development,Research Scientist,5,Life Sciences,Married,5208,8112.374215052454,0.6419822190076725,Underpaid,11,3,0,1.0,No,16,15,1,10,16,1,1,2,3,4,2,Travel_Rarely,18,1,6874.56,45,Medium,No,0
1622,28,Female,Research & Development,Manufacturing Director,3,Medical,Divorced,4877,3665.9001694486096,1.330369015677138,Overpaid,21,4,1,1.1,No,5,3,0,0,6,0,1,2,2,2,5,Travel_Rarely,27,0,0.0,15,Stable,No,0
1623,21,Male,Research & Development,Research Scientist,1,Medical,Single,3117,2474.492488758529,1.2596522374427663,Overpaid,18,3,0,1.0,No,2,2,2,2,3,1,4,3,3,3,2,Travel_Rarely,5,0,0.0,0,Stable,No,0
1624,18,Female,Sales,Sales Representative,2,Medical,Single,1569,1694.315555905796,0.926037652508714,Fair,12,3,0,1.0,Yes,0,0,0,0,0,1,4,2,4,3,2,Travel_Frequently,3,0,0.0,25,Medium,Yes,1
1625,47,Female,Human Resources,Manager,4,Life Sciences,Married,19658,12585.264545825055,1.561985441658531,Overpaid,11,3,1,1.1,No,5,2,1,0,27,3,3,4,3,3,2,Travel_Rarely,26,0,0.0,0,Stable,No,0
1627,39,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,3069,6466.34976658761,0.4746108872517048,Underpaid,15,3,1,1.1,No,10,8,0,7,11,0,3,3,3,4,3,Travel_Rarely,3,1,6076.62,30,Medium,No,0
1628,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,10435,9462.020096939648,1.102830039789817,Fair,13,3,2,1.2,No,18,15,14,12,18,1,3,1,3,4,2,Travel_Rarely,15,1,19534.32,20,Stable,No,0
1630,35,Female,Research & Development,Healthcare Representative,4,Life Sciences,Married,4148,8331.118841303443,0.4978923094261161,Underpaid,12,3,1,1.1,No,14,11,2,9,15,1,3,3,3,4,5,Non-Travel,8,1,6570.432000000001,30,Medium,No,0
1631,37,Male,Research & Development,Manufacturing Director,3,Life Sciences,Married,5768,5225.892093694727,1.1037349980799165,Fair,17,3,3,1.3,No,4,3,0,2,9,3,3,3,2,1,2,Travel_Rarely,19,1,15296.736000000003,0,Stable,No,0
1633,39,Female,Research & Development,Manufacturing Director,3,Medical,Single,5042,5995.950244552971,0.8409009071715383,Underpaid,13,3,0,1.0,No,9,2,3,8,10,0,3,1,1,4,2,Travel_Frequently,4,1,7865.52,30,Medium,No,0
1635,45,Female,Research & Development,Manufacturing Director,2,Other,Divorced,5770,5898.270011616241,0.9782529434285608,Fair,19,3,2,1.2,No,10,7,3,9,10,1,4,4,3,1,3,Travel_Rarely,2,1,15786.72,0,Stable,No,0
1638,38,Female,Research & Development,Manufacturing Director,2,Medical,Married,7756,5769.730527509184,1.3442568873919831,Overpaid,19,3,1,1.1,Yes,5,4,0,2,10,3,3,4,4,4,6,Travel_Rarely,2,0,0.0,25,Medium,No,0
1639,35,Male,Sales,Sales Executive,3,Medical,Married,10306,8570.757759560434,1.2024607729117012,Overpaid,17,3,0,1.0,No,13,12,6,0,15,9,1,4,3,3,3,Travel_Rarely,10,0,0.0,35,Medium,Yes,1
1640,37,Female,Research & Development,Research Scientist,3,Medical,Married,3936,4779.810093211179,0.8234636781051924,Underpaid,11,3,1,1.1,No,8,4,7,7,8,1,2,2,1,1,2,Travel_Rarely,10,1,5715.072000000001,65,High,No,0
1641,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,7945,9322.520464264922,0.8522373354346356,Fair,15,3,0,1.0,Yes,4,2,3,3,18,6,4,3,2,4,2,Travel_Rarely,16,0,0.0,25,Medium,No,0
1642,44,Male,Human Resources,Human Resources,5,Human Resources,Married,5743,6848.530731220398,0.8385740278304346,Underpaid,11,3,0,1.0,Yes,10,7,0,2,14,4,4,1,3,3,3,Travel_Frequently,1,0,0.0,55,High,No,0
1644,48,Male,Research & Development,Manager,5,Medical,Married,15202,11106.2027251722,1.3687846671072084,Overpaid,25,4,1,1.1,No,2,2,2,2,23,2,4,3,3,2,3,Travel_Frequently,4,0,0.0,0,Stable,No,0
1645,35,Male,Sales,Sales Executive,2,Medical,Divorced,5440,4939.467067373882,1.1013333879543874,Fair,14,3,2,1.2,Yes,2,2,2,2,7,6,4,1,2,4,2,Travel_Rarely,15,0,0.0,25,Medium,Yes,1
1646,24,Female,Research & Development,Research Scientist,1,Technical Degree,Single,3760,3993.976645440045,0.9414176230331296,Fair,13,3,0,1.0,Yes,6,3,1,3,6,1,4,1,3,3,2,Travel_Frequently,2,0,0.0,25,Medium,No,0
1647,27,Female,Research & Development,Research Scientist,3,Medical,Married,3517,3253.7842069104295,1.0808952826467562,Fair,17,3,0,1.0,No,3,2,0,2,5,7,3,2,3,1,0,Travel_Rarely,8,1,7174.68,0,Stable,No,0
1648,27,Male,Research & Development,Research Scientist,3,Medical,Single,2580,3758.098349264523,0.6865174245652506,Underpaid,13,3,0,1.0,No,4,2,1,2,6,2,4,4,2,3,0,Travel_Frequently,2,1,4024.8,30,Medium,No,0
1649,40,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,2166,5889.802684676982,0.3677542552715909,Underpaid,14,3,0,1.0,Yes,4,2,0,3,10,3,1,1,1,2,3,Travel_Rarely,7,0,0.0,70,High,Yes,1
1650,29,Male,Sales,Sales Executive,3,Medical,Single,5869,5465.255795511524,1.0738747132055668,Fair,11,3,0,1.0,No,5,2,1,4,8,9,3,3,3,3,2,Travel_Rarely,10,1,7747.08,0,Stable,No,0
1651,36,Female,Research & Development,Healthcare Representative,4,Life Sciences,Married,8008,5464.187011104477,1.4655428124487528,Overpaid,12,3,2,1.2,No,3,2,0,2,9,4,1,2,3,3,6,Travel_Rarely,5,0,0.0,15,Stable,No,0
1653,25,Male,Research & Development,Manufacturing Director,1,Life Sciences,Divorced,5206,4472.767294019764,1.163932674735972,Overpaid,17,3,2,1.2,No,7,7,0,7,7,1,3,4,3,3,6,Travel_Frequently,2,0,0.0,0,Stable,No,0
1654,39,Male,Research & Development,Manufacturing Director,3,Medical,Married,5295,4067.841746172584,1.3016730567215513,Overpaid,21,4,0,1.0,No,5,4,1,0,7,4,2,4,3,3,3,Travel_Rarely,12,0,0.0,15,Stable,No,0
1655,49,Female,Research & Development,Research Director,4,Other,Married,16413,13200.724618240172,1.2433408373144341,Overpaid,16,3,2,1.2,No,4,2,1,2,27,3,2,1,3,2,2,Travel_Rarely,22,0,0.0,15,Stable,No,0
1656,50,Female,Research & Development,Research Director,5,Life Sciences,Divorced,13269,9627.761665136819,1.378201960279979,Overpaid,15,3,3,1.3,No,14,11,1,11,19,5,1,4,3,3,3,Travel_Rarely,17,0,0.0,15,Stable,No,0
1657,20,Female,Sales,Sales Representative,3,Medical,Single,2783,2519.6732951372933,1.104508273104652,Fair,19,3,0,1.0,No,2,2,2,2,2,1,3,3,3,1,3,Travel_Rarely,2,1,6345.24,0,Stable,No,0
1658,34,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,5433,6101.090848251692,0.8904964923701902,Fair,12,3,1,1.1,No,11,8,7,9,11,1,2,4,3,3,2,Travel_Rarely,3,1,8605.872,35,Medium,No,0
1659,36,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,2013,8091.172240318623,0.24878966115307044,Underpaid,11,3,0,1.0,No,4,3,1,3,15,2,2,1,3,3,4,Travel_Rarely,7,1,2657.16,45,Medium,No,0
1661,49,Female,Research & Development,Healthcare Representative,1,Life Sciences,Married,13966,15395.75003826679,0.9071334599020454,Fair,19,3,1,1.1,Yes,15,11,2,12,30,2,3,3,3,2,3,Travel_Rarely,6,0,0.0,25,Medium,No,0
1662,36,Female,Research & Development,Manufacturing Director,4,Medical,Married,4374,2882.625680962602,1.5173666247708513,Overpaid,15,3,0,1.0,No,3,2,1,2,4,0,3,4,3,3,6,Non-Travel,1,0,0.0,0,Stable,No,0
1664,36,Male,Research & Development,Healthcare Representative,2,Life Sciences,Divorced,6842,7186.699780509681,0.9520364296495999,Fair,20,4,1,1.1,No,5,4,0,4,13,6,1,4,3,1,3,Travel_Rarely,3,1,18062.88,15,Stable,No,0
1665,54,Female,Research & Development,Manager,5,Medical,Married,17426,17102.50832961938,1.0189148669976305,Fair,25,4,1,1.1,No,10,8,4,7,36,3,3,2,3,3,6,Travel_Rarely,22,1,57505.8,20,Stable,No,0
1666,43,Male,Research & Development,Research Director,2,Life Sciences,Married,17603,7423.833150210047,2.371147040057325,Overpaid,24,4,1,1.1,No,14,10,6,11,14,1,3,3,3,1,3,Travel_Rarely,15,0,0.0,20,Stable,No,0
1667,35,Male,Sales,Sales Executive,4,Other,Single,4581,7353.5579317202255,0.6229637466020971,Underpaid,24,4,0,1.0,Yes,11,9,6,7,13,3,4,4,4,1,2,Travel_Frequently,12,0,0.0,75,High,Yes,1
1668,38,Male,Research & Development,Research Scientist,3,Life Sciences,Married,4735,9665.114847320056,0.4899062323416593,Underpaid,15,3,2,1.2,No,13,11,2,9,19,7,4,4,4,4,4,Travel_Frequently,1,1,10227.6,30,Medium,No,0
1669,29,Male,Sales,Sales Executive,3,Medical,Divorced,4187,6733.086359104627,0.6218544923812311,Underpaid,13,3,1,1.1,Yes,10,0,0,9,10,1,2,1,2,2,3,Travel_Rarely,5,0,0.0,70,High,No,0
1670,33,Male,Sales,Sales Executive,4,Medical,Divorced,5505,4532.55924421156,1.2145456249756303,Overpaid,14,3,2,1.2,No,6,2,0,4,6,1,4,4,3,3,5,Travel_Rarely,2,0,0.0,0,Stable,No,0
1671,32,Male,Research & Development,Research Scientist,3,Medical,Divorced,5470,5686.065812289249,0.9620008245732458,Fair,13,3,2,1.2,No,9,5,1,6,10,0,2,4,2,3,4,Travel_Rarely,2,1,10239.84,15,Stable,No,0
1673,31,Female,Sales,Sales Executive,4,Life Sciences,Married,5476,6645.646649638821,0.8239980680130821,Underpaid,11,3,2,1.2,No,10,0,0,2,10,1,4,1,3,1,2,Travel_Rarely,5,1,8673.983999999999,30,Medium,No,0
1674,49,Female,Research & Development,Laboratory Technician,3,Medical,Divorced,2587,8929.887352533546,0.2897013028127425,Underpaid,16,3,1,1.1,Yes,2,2,2,2,17,4,1,4,2,2,2,Travel_Rarely,16,0,0.0,70,High,No,0
1675,38,Female,Research & Development,Laboratory Technician,3,Medical,Single,2440,2877.867210612494,0.8478500991992249,Underpaid,22,4,0,1.0,No,4,3,3,3,4,1,2,4,3,2,3,Travel_Frequently,2,1,6441.6,45,Medium,No,0
1676,47,Female,Sales,Manager,4,Life Sciences,Divorced,15972,15048.17503660891,1.0613911627917423,Fair,14,3,3,1.3,No,3,2,1,2,29,6,2,2,3,3,2,Travel_Rarely,2,1,34882.848000000005,15,Stable,No,0
1677,49,Male,Research & Development,Manager,3,Life Sciences,Single,15379,11633.126027507202,1.3220006353954614,Overpaid,14,3,0,1.0,No,8,7,0,0,23,4,3,3,3,1,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
1678,41,Male,Sales,Sales Executive,2,Life Sciences,Single,7082,11333.295829596602,0.6248844207794828,Underpaid,16,3,0,1.0,Yes,2,0,0,2,21,3,3,4,3,4,2,Travel_Rarely,23,0,0.0,55,High,No,0
1680,20,Male,Sales,Sales Representative,1,Life Sciences,Single,2728,2694.5527140689037,1.0124129269234408,Fair,11,3,0,1.0,No,2,2,0,2,2,1,1,4,3,1,3,Travel_Rarely,9,1,3600.96,15,Stable,No,0
1681,33,Female,Sales,Sales Executive,3,Life Sciences,Divorced,5368,4661.231606707914,1.1516269631989506,Overpaid,25,4,1,1.1,Yes,6,5,1,2,7,1,4,3,3,3,2,Non-Travel,16,0,0.0,25,Medium,No,0
1682,36,Male,Research & Development,Healthcare Representative,4,Life Sciences,Married,5347,5914.044005833894,0.9041190756655624,Fair,14,3,2,1.2,No,3,2,0,2,10,6,3,1,2,2,2,Travel_Rarely,26,1,10779.552000000001,0,Stable,No,0
1683,44,Female,Human Resources,Human Resources,3,Life Sciences,Divorced,3195,4128.188090805304,0.7739472935150921,Underpaid,18,3,3,1.3,Yes,2,2,2,2,8,4,4,3,3,1,2,Travel_Rarely,1,0,0.0,55,High,No,0
1684,23,Male,Research & Development,Laboratory Technician,1,Medical,Single,3989,3774.0234415752993,1.0569621682940498,Fair,11,3,0,1.0,Yes,5,4,1,2,5,1,3,4,3,1,2,Travel_Rarely,8,0,0.0,25,Medium,Yes,1
1687,38,Female,Research & Development,Laboratory Technician,2,Medical,Married,3306,4505.673655466713,0.7337415562684717,Underpaid,19,3,1,1.1,No,0,0,0,0,7,7,3,4,2,4,5,Travel_Rarely,4,0,0.0,30,Medium,No,0
1689,53,Male,Research & Development,Healthcare Representative,4,Medical,Married,7005,6370.442730182544,1.0996096027692055,Fair,15,3,0,1.0,No,4,3,1,2,11,3,4,2,3,3,2,Travel_Rarely,24,1,12609.0,0,Stable,No,0
1691,48,Female,Sales,Sales Representative,2,Medical,Married,2655,10396.304858348714,0.2553791982992796,Underpaid,11,3,2,1.2,Yes,9,7,7,7,19,2,3,4,3,3,3,Travel_Frequently,7,0,0.0,75,High,Yes,1
1692,32,Male,Research & Development,Laboratory Technician,4,Life Sciences,Single,1393,1686.1094157832767,0.826162280431182,Underpaid,12,3,0,1.0,No,1,0,0,0,1,1,2,4,3,1,2,Travel_Rarely,2,0,0.0,45,Medium,Yes,1
1693,26,Male,Research & Development,Laboratory Technician,3,Medical,Single,2570,4199.147965653006,0.6120289213481767,Underpaid,20,4,0,1.0,No,7,7,5,7,7,1,4,4,3,3,5,Non-Travel,7,1,6168.0,50,High,No,0
1694,55,Male,Research & Development,Research Scientist,3,Technical Degree,Divorced,3537,4657.812338723357,0.7593693654410825,Underpaid,12,3,1,1.1,No,4,2,1,2,8,5,2,1,3,4,1,Travel_Rarely,22,1,5602.608,45,Medium,No,0
1696,34,Male,Research & Development,Laboratory Technician,2,Medical,Married,3986,8442.232647617777,0.4721499828750593,Underpaid,14,3,1,1.1,No,15,10,4,13,15,1,4,2,4,3,3,Travel_Rarely,5,1,7366.1280000000015,50,High,No,0
1697,60,Male,Research & Development,Healthcare Representative,4,Medical,Divorced,10883,9684.795411477635,1.1237201755550097,Fair,20,4,1,1.1,No,1,0,0,0,19,3,4,3,4,3,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
1698,33,Male,Research & Development,Laboratory Technician,3,Medical,Married,2028,7802.563377792437,0.25991458214515367,Underpaid,18,3,3,1.3,No,14,11,2,13,14,1,2,2,3,4,6,Travel_Rarely,21,1,5694.624,45,Medium,No,0
1700,37,Male,Sales,Sales Executive,4,Medical,Divorced,9525,4484.643826206118,2.1239144888921713,Overpaid,14,3,2,1.2,No,6,3,1,3,6,1,4,3,2,3,2,Travel_Frequently,1,0,0.0,0,Stable,No,0
1701,34,Female,Research & Development,Research Scientist,3,Life Sciences,Married,2929,5548.861287892156,0.5278560497432507,Underpaid,12,3,0,1.0,No,10,9,8,7,10,1,4,2,3,2,3,Travel_Rarely,19,1,4217.76,50,High,No,0
1702,23,Male,Sales,Sales Representative,3,Life Sciences,Divorced,2275,2759.1093498088444,0.8245414413015619,Underpaid,21,4,1,1.1,Yes,3,2,0,2,3,1,4,3,3,2,2,Travel_Rarely,7,0,0.0,55,High,Yes,1
1703,44,Female,Research & Development,Healthcare Representative,3,Life Sciences,Married,7879,5584.335368666455,1.4109109643036202,Overpaid,19,3,1,1.1,Yes,8,7,6,7,9,1,4,3,3,2,2,Travel_Rarely,2,0,0.0,45,Medium,No,0
1704,35,Male,Research & Development,Research Scientist,4,Medical,Single,4930,3629.2849514125096,1.3583943024592917,Overpaid,14,3,0,1.0,Yes,5,4,1,4,6,0,4,1,4,3,2,Travel_Frequently,2,0,0.0,25,Medium,No,0
1706,43,Male,Sales,Sales Executive,3,Medical,Married,7847,6301.8475970556465,1.2451903793526014,Overpaid,17,3,1,1.1,Yes,10,9,8,8,10,1,4,4,3,1,3,Travel_Rarely,2,0,0.0,45,Medium,No,0
1707,24,Male,Research & Development,Research Scientist,3,Medical,Married,4401,3314.783084154341,1.3276886867916342,Overpaid,16,3,1,1.1,No,5,3,0,4,5,1,3,3,3,4,1,Travel_Rarely,9,0,0.0,0,Stable,No,0
1708,41,Male,Sales,Sales Executive,3,Marketing,Single,9241,6349.763015061089,1.45532990413676,Overpaid,12,3,0,1.0,No,10,8,8,7,10,1,3,4,3,2,3,Travel_Rarely,6,0,0.0,20,Stable,No,0
1709,29,Female,Research & Development,Laboratory Technician,4,Medical,Married,2974,5359.047710100993,0.5549493419128292,Underpaid,17,3,1,1.1,No,5,3,1,2,9,9,3,4,3,3,2,Travel_Rarely,9,1,6673.656000000001,30,Medium,No,0
1710,36,Female,Sales,Sales Representative,4,Life Sciences,Single,4502,9539.540040456977,0.47193051037126715,Underpaid,15,3,0,1.0,No,13,7,6,7,17,3,4,3,2,3,2,Travel_Rarely,2,1,8103.599999999999,50,High,No,0
1712,45,Male,Research & Development,Healthcare Representative,1,Life Sciences,Married,10748,13125.582485912808,0.8188588972364025,Underpaid,23,4,1,1.1,No,23,15,14,4,25,3,3,3,2,4,3,Non-Travel,1,1,32630.928000000004,50,High,No,0
1714,24,Male,Human Resources,Human Resources,1,Human Resources,Married,1555,1195.442235017203,1.3007738512581686,Overpaid,11,3,1,1.1,No,1,0,0,0,1,1,3,4,3,3,2,Travel_Rarely,22,0,0.0,0,Stable,Yes,1
1716,47,Male,Sales,Sales Executive,3,Life Sciences,Married,12936,13949.307109139467,0.9273578894484618,Fair,11,3,0,1.0,No,23,5,14,10,25,7,3,3,1,3,3,Travel_Frequently,9,1,17075.52,20,Stable,Yes,1
1718,26,Male,Research & Development,Laboratory Technician,4,Medical,Married,2305,2598.9068644805798,0.8869113516542578,Fair,15,3,3,1.3,No,3,2,0,2,3,1,3,4,4,3,3,Travel_Rarely,17,1,5393.7,0,Stable,No,0
1719,45,Female,Research & Development,Research Director,2,Technical Degree,Single,16704,11410.57190639302,1.463905590099408,Overpaid,11,3,0,1.0,No,21,6,8,6,21,1,2,4,3,3,2,Travel_Rarely,28,0,0.0,35,Medium,No,0
1720,32,Male,Research & Development,Research Scientist,3,Life Sciences,Married,3433,5611.983475806868,0.6117266764593274,Underpaid,13,3,1,1.1,No,5,2,1,3,10,6,3,1,2,1,3,Travel_Frequently,10,1,5891.028000000001,30,Medium,No,0
1721,31,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,3477,4057.3921439181845,0.8569543876136889,Fair,14,3,1,1.1,No,5,2,0,3,6,1,3,2,4,4,2,Travel_Rarely,2,1,6425.496000000001,0,Stable,No,0
1722,41,Male,Human Resources,Human Resources,3,Human Resources,Married,6430,5082.359227888815,1.265160472072925,Overpaid,19,3,1,1.1,No,3,2,1,2,10,6,2,3,3,2,4,Non-Travel,4,0,0.0,15,Stable,No,0
1724,40,Female,Research & Development,Manufacturing Director,2,Life Sciences,Married,6516,9342.419566867582,0.6974638586248753,Underpaid,16,3,1,1.1,Yes,1,0,0,0,18,2,1,2,3,2,3,Travel_Rarely,8,0,0.0,70,High,No,0
1725,24,Male,Research & Development,Laboratory Technician,1,Medical,Divorced,3907,4374.168419940278,0.8931983464992744,Fair,13,3,3,1.3,No,6,2,1,2,6,1,1,2,4,2,2,Travel_Rarely,29,1,7923.396000000001,15,Stable,No,0
1727,46,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,5562,10104.379901744174,0.5504543627699421,Underpaid,14,3,0,1.0,No,10,7,0,9,19,6,2,3,3,4,3,Travel_Rarely,13,1,9344.160000000002,45,Medium,No,0
